0,ageGroup,artifactUrl,attributions,author,concepts,contentType,createdBy,description,downloadUrl,gradeLevel,identifier,keywords,language,name,objectType,status,subject,variants,content_type,chapter_tag,pred_grades
555,,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/content/do_31248908050378752021313/artifact/1529858115097_do_31248908050378752021313.zip,[UDAY SINGH BENIWAL],,,Resource,619cb46a-bb13-43ff-9788-eb41bae5a4ba,जीवन की अवधारणा के महत्वपूर्ण बिंदु व वस्तुनिष्ठ प्रश्नउत्तर के माध्यम से अधिगम आकलन करना l,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31248908050378752021313/jiivn-kii-avdhaarnnaa-mhtvpuurnn-bindu_1529858115720_do_31248908050378752021313_1.0.ecar,"[Class 8, Class 9, Class 10]",do_31248908050378752021313,"[Story, 3LM857,3M5Z8H, 3LM857, 3M5Z8H, जीवन की अवधारणा, महत्वपूर्ण बिंदु, कक्षा 9, विषय विज्ञान, अध्याय 5, UDAY SINGH BENIWAL]",[English],जीवन की अवधारणा ( महत्वपूर्ण बिंदु ),Content,Live,Science,"{u'spine': {u'size': 101755.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31248908050378752021313/jiivn-kii-avdhaarnnaa-mhtvpuurnn-bindu_1529858116238_do_31248908050378752021313_1.0_spine.ecar'}}",ecml,"[Magnetic Effects Of Electric Current, Electricity]",[Class 10]
556,,https://www.youtube.com/watch?v=LdAbVetLvhQ&t=253s,,,,Resource,a9a9ba63-b85f-44f5-b420-cbda1add593b,जीवन की उत्पत्ति से संबंधित विभिन्न परिकल्पना,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31253094984918630419923/jiivn-kii-utptti-se-snbndhit-vibhinn-priklpnaa_1529657574849_do_31253094984918630419923_1.0.ecar,[Class 9],do_31253094984918630419923,"[3LM857, 3LW46U]",[English],जीवन की उत्पत्ति से संबंधित विभिन्न परिकल्पना,Content,Live,Science,"{u'spine': {u'size': 15419.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31253094984918630419923/jiivn-kii-utptti-se-snbndhit-vibhinn-priklpnaa_1529657574987_do_31253094984918630419923_1.0_spine.ecar'}}",youtube,"[Natural Resources, Matter In Our Surroundings]",[Class 9]
557,,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/content/do_31251887253899673629795/artifact/1529856463900_do_31251887253899673629795.zip,,,,Resource,c5d2ae8e-117a-49fe-a41e-e1b59e467440,जैव विकास- प्रमाण एवं सिद्धान्त,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31251887253899673629795/jaiv-vikaas_1529856466776_do_31251887253899673629795_1.0.ecar,[Class 10],do_31251887253899673629795,"[JQXAXF,JS8Q6N,, जैव विकास- प्रमाण एवं सिद्धान्त]",[English],जैव विकास,Content,Live,Science,"{u'spine': {u'size': 160373.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31251887253899673629795/jaiv-vikaas_1529856468825_do_31251887253899673629795_1.0_spine.ecar'}}",ecml,"[Natural Resources, Matter In Our Surroundings]",[Class 9]
558,,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/content/do_3125099899052605442119/artifact/1528365884383_do_3125099899052605442119.zip,,,,Resource,d9798304-044b-4afb-a4b1-c77c8b56ae38,महत्वपूर्ण बिन्दुओ के माध्यम से अधिगम आकलन कर प्रतिपुष्टि प्रदान करना l,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_3125099899052605442119/jaivvividhtaa-evm-iskaa-snrkssnn-mhtvpuurnn-bindu_1528365884611_do_3125099899052605442119_1.0.ecar,[Class 10],do_3125099899052605442119,"[Z7Y5WW, ZM84WK, महत्वपूर्ण बिन्दु, जैवविविधता एवम् इसका संरक्षण, कक्षा 10, अध्याय 19, विषय विज्ञान, Quiz, प्रश्न उत्तर, श्याम प्रताप सिंह, SHYAMPRATAP SINGH, प्रश्नोत्तर, Biodiversity and Its Conservation, Importent topic]",[English],जैवविविधता एवम् इसका संरक्षण ( महत्वपूर्ण बिन्दु ),Content,Live,Science,"{u'spine': {u'size': 64102.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_3125099899052605442119/jaivvividhtaa-evm-iskaa-snrkssnn-mhtvpuurnn-bindu_1528365884762_do_3125099899052605442119_1.0_spine.ecar'}}",ecml,"[Natural Resources, Matter In Our Surroundings]",[Class 9]
559,,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/content/do_3124156680733327362467/artifact/1529254374872_do_3124156680733327362467.zip,[JAI RAM],,,Resource,013f8c66-677d-4deb-a641-d06710e38183,"QP8QAD,QPRHDN,घन घनाभ",https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_3124156680733327362467/tthos-aakrti-ghn-ghnaabh_1530905469116_do_3124156680733327362467_2.0.ecar,[Class 10],do_3124156680733327362467,"[Story, QP8QAD,QPRHDN,घन घनाभ]",[English],ठोस आकृति   घन घनाभ,Content,Live,Mathematics,"{u'spine': {u'size': 14587.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_3124156680733327362467/tthos-aakrti-ghn-ghnaabh_1530905469553_do_3124156680733327362467_2.0_spine.ecar'}}",ecml,"[Time Goes On, Smart Charts]",[Class 3]
560,,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/content/do_31251560539731558416909/artifact/1528289554193_do_31251560539731558416909.zip,[SOHAN LAL GUPTA],,,Resource,4d5842bb-2702-4df5-a65b-e34fb97c7d09,"ठोस आकृतियाँ-प्रस्तावना (घन,घनाभ ,बेलन ,शंकु ,गोला एवं अर्धगोला )",https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31251560539731558416909/tthos-aakrtiyaan_1528289557494_do_31251560539731558416909_1.0.ecar,[Class 10],do_31251560539731558416909,"[QP8QAD, QPHLC1]",[English],ठोस आकृतियाँ,Content,Live,Mathematics,"{u'spine': {u'size': 147998.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31251560539731558416909/tthos-aakrtiyaan_1528289560843_do_31251560539731558416909_1.0_spine.ecar'}}",ecml,"[Time Goes On, Smart Charts]",[Class 3]
561,,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/content/do_31250785464338841616211/artifact/1528690544541_do_31250785464338841616211.zip,"[""Music: www.bensound.com""]",,,Resource,fc5b0619-f49f-440b-895c-0937faa7d5ca,सूर्य एवं चन्द्र की गति में उत्पन्न अंतरोग पर आधारित तिथियों के नामकरण को स्पष्ट करना।,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31250785464338841616211/tithiyaan_1528690545261_do_31250785464338841616211_1.0.ecar,[Class 9],do_31250785464338841616211,"[6728ES, 6KIJ9I, तिथियाँ, सूर्य एवं चन्द्र की गति, तिथियों के नामकरण, अध्याय 12, कक्षा 9, विषय विज्ञान, बचन सिंह]",[English],तिथियाँ,Content,Live,Science,"{u'spine': {u'size': 66365.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31250785464338841616211/tithiyaan_1528690545874_do_31250785464338841616211_1.0_spine.ecar'}}",ecml,"[Natural Resources, Matter In Our Surroundings]",[Class 9]
562,,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/content/do_31248922975606374411555/artifact/1529684168582_do_31248922975606374411555.zip,,,,Resource,a3c7a881-8baf-4d24-9197-07ddd8b4b255,"MQCE62,MQLA7P,त्रिकोंमितीय अनुपात की सारणी बनांने की सरल विधि",https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31248922975606374411555/trikonnnmitiiy-anupaaton-kii-saarnnii-bnaanne-kii-srl-vidhi_1529684169387_do_31248922975606374411555_1.0.ecar,[Class 10],do_31248922975606374411555,"[MQCE62,MQLA7P, Learning / Study material]",[English],त्रिकोंणमितीय अनुपातों की सारणी बनांने की सरल विधि,Content,Live,Mathematics,"{u'spine': {u'size': 160909.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31248922975606374411555/trikonnnmitiiy-anupaaton-kii-saarnnii-bnaanne-kii-srl-vidhi_1529684170001_do_31248922975606374411555_1.0_spine.ecar'}}",ecml,"[Time Goes On, Smart Charts]",[Class 3]
563,,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/content/do_3124884965304811522872/artifact/1528519632291_do_3124884965304811522872.zip,[किरण गालव],,,Resource,c14ef129-612b-4086-8fe6-fad71f54f6c1,BSER,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_3124884965304811522872/tribhuj-evm-uske-konn_1528519632667_do_3124884965304811522872_2.0.ecar,[Class 9],do_3124884965304811522872,"[9JNRFH, 9JXMH5, सरल रेखीय आकृतियाँ एवम त्रिभुज का वर्गीकरण, Course, pankaj galav]",[English],त्रिभुज एवम उसके कोण,Content,Live,Mathematics,"{u'spine': {u'size': 7482.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_3124884965304811522872/tribhuj-evm-uske-konn_1528519632899_do_3124884965304811522872_2.0_spine.ecar'}}",ecml,"[Time Goes On, Smart Charts]",[Class 3]
564,,https://www.youtube.com/watch?v=FMP6hxbD10U&list=PLFBHsqw1knQdNNur2IMLW5e3ggECPB7Gn&index=9,,,,Resource,c14ef129-612b-4086-8fe6-fad71f54f6c1,त्रिभुज की असमिकाएँ,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31248909218779136011345/tribhuj-kii-asmikaa-evm-smruuptaa_1528356555754_do_31248909218779136011345_1.0.ecar,"[Class 9, Class 10]",do_31248909218779136011345,"[9KGEKF,9YNUDI,त्रिभुज की असमिकाएँ, Book]",[English],त्रिभुज की असमिका एवम समरूपता,Content,Live,Mathematics,"{u'spine': {u'size': 202021.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31248909218779136011345/tribhuj-kii-asmikaa-evm-smruuptaa_1528356555916_do_31248909218779136011345_1.0_spine.ecar'}}",youtube,"[Coordinate Geometry, Linear Equations in Two Variables]",[Class 9]
565,,https://www.youtube.com/watch?v=dpI0C6rCtdg,,,,Resource,c14ef129-612b-4086-8fe6-fad71f54f6c1,त्रिभुज की सर्वांगसमता  और प्रमेय,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31248906584611225621269/tribhuj-kii-srvaangsmtaa_1528357249495_do_31248906584611225621269_1.0.ecar,"[Class 7, Class 9]",do_31248906584611225621269,"[9KGEKF,9KQAM3,त्रिभुजों की सर्वागसमता की प्रमेय, Book]",[English],त्रिभुज की सर्वांगसमता,Content,Live,Mathematics,"{u'spine': {u'size': 141630.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31248906584611225621269/tribhuj-kii-srvaangsmtaa_1528357249711_do_31248906584611225621269_1.0_spine.ecar'}}",youtube,"[Coordinate Geometry, Linear Equations in Two Variables]",[Class 9]
566,,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/content/do_312522983931592704215050/artifact/1529315187656_do_312522983931592704215050.zip,[माध्यमिक शिक्षा बोर्ड राजस्थान],,,Resource,60458228-7238-4061-aedc-8ede2e80fa69,"त्रिभुज तथा चतुर्भुज के क्षेत्रफल से सम्बन्धित प्रश्न एवं हल (विविध-10) Q.N.15,16,26",https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_312522983931592704215050/tribhuj-tthaa-cturbhuj-ke-kssetrphl-se-smbndhit-prshn-evn-hl-vividh-10_1529315188972_do_312522983931592704215050_1.0.ecar,[Class 9],do_312522983931592704215050,"[ATQJG6, AV1YPE, त्रिभुज तथा चतुर्भुज के क्षेत्रफल से सम्बन्धित प्रश्न एवं हल (विविध-10)]",[English],त्रिभुज तथा चतुर्भुज के क्षेत्रफल से सम्बन्धित प्रश्न एवं हल (विविध-10),Content,Live,Mathematics,"{u'spine': {u'size': 11081.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_312522983931592704215050/tribhuj-tthaa-cturbhuj-ke-kssetrphl-se-smbndhit-prshn-evn-hl-vividh-10_1529315190019_do_312522983931592704215050_1.0_spine.ecar'}}",ecml,"[Coordinate Geometry, Linear Equations in Two Variables]",[Class 9]
567,,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/content/do_31251662895095808027922/artifact/1528357946800_do_31251662895095808027922.zip,[माध्यमिक शिक्षा बोर्ड राजस्थान],,,Resource,60458228-7238-4061-aedc-8ede2e80fa69,"त्रिभुज पर प्रमेय- दो त्रिभुजों के क्षेत्रफल बराबर हो एवं एक भुजा बराबर हो तो उनके संगत शीर्ष लम्ब बराबर होते है , 
एक ही आधार व् एक ही समान्तर रेखाओ के मध्य बने त्रिभुजों के क्षेत्रफल बराबर होते है",https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31251662895095808027922/tribhuj-pr-prmey_1528357948071_do_31251662895095808027922_1.0.ecar,[Class 9],do_31251662895095808027922,"[दो त्रिभुजों के क्षेत्रफल बराबर हो एवं एक भुजा बराबर हो तो उनके संगत शीर्ष लम्ब बराबर होते है ,, त्रिभुज पर प्रमेय, एक ही आधार व् एक ही समान्तर रेखाओ के मध्य बने त्रिभुजों के क्षेत्रफल बराबर होते है, ATQJG6, AU9BJG]",[English],त्रिभुज पर प्रमेय,Content,Live,Mathematics,"{u'spine': {u'size': 7676.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31251662895095808027922/tribhuj-pr-prmey_1528357948920_do_31251662895095808027922_1.0_spine.ecar'}}",ecml,"[Coordinate Geometry, Linear Equations in Two Variables]",[Class 9]
568,,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/content/do_312520227681255424210868/artifact/1528539401395_do_312520227681255424210868.zip,[माध्यमिक शिक्षा बोर्ड राजस्थान],,,Resource,60458228-7238-4061-aedc-8ede2e80fa69,"त्रिभुज पर समस्याओ का हल (10.3) के कुछ प्रश्न Q 6 ,  Q 14 , Q 15",https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_312520227681255424210868/tribhuj-pr-smsyaao-kaa-hl-10.3_1528539403044_do_312520227681255424210868_1.0.ecar,[Class 9],do_312520227681255424210868,"[त्रिभुज पर समस्याओ का हल (10.3), ATQJG6, AUS3MR]",[English],त्रिभुज पर समस्याओ का हल (10.3),Content,Live,Mathematics,"{u'spine': {u'size': 14301.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_312520227681255424210868/tribhuj-pr-smsyaao-kaa-hl-10.3_1528539404189_do_312520227681255424210868_1.0_spine.ecar'}}",ecml,"[Coordinate Geometry, Linear Equations in Two Variables]",[Class 9]
